coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Wed Jun 02 09:24:44 +0000 2021,,,,0,1400020548185473025,,,,pl,,,1399786626612609030,175,1399839600168902657,PatrykJaki,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Czyli prezydenci opozycji: 
👉Poznań -cieszy się z okresu okupacji Polski  
👉Warszawa -wprost finansowany z niemieckich fundacji, po co lotnisko w Polsce jak jest w Berlinie 
👉Gdańsk -II wojna zaczęła się od „złego słowa Polaków” 
Analfabeci historyczni i lojalność zewnętrzna https://t.co/pJor6dt2Tn",https://twitter.com/TOMEK_T_/status/1400020548185473025,Tue Jan 08 00:28:17 +0000 2013,1069564244,false,"Tomek zmarł nagle 3 lipca 2021.
Od wielu lat był ciężko chory. 
Pisaliśmy tu razem, teraz będę robiła to sama...",84107,515,462,0,Polska,totylkoja,TOMEK_T_,21156,,https://gab.com/Tomasz_T2021,false
,Wed Jun 02 08:58:52 +0000 2021,,,,0,1400014037350486016,,,,pl,,,,9,1400001476890664961,PE_Polska,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","🇪🇺 🚅 Czy wiesz, że rok 2021 to Europejski Rok Kolei? 🥳 Jego celem jest promowanie kolei jako ekologicznego, bezpiecznego i innowacyjnego środka transportu. 👉 https://t.co/owo86TtlkB

#EuropejskiRokKolei #EUYearofRail https://t.co/B6yALhj3Tw",https://twitter.com/SKM_Warszawa/status/1400014037350486016,Fri Mar 06 08:13:37 +0000 2020,1235840861323145216,false,Informacje Biura Komunikacji Szybkiej Kolei Miejskiej w Warszawie. RT nie oznacza poparcia.,5326,1119,201,16,Warszawa,SKM_Warszawa,SKM_Warszawa,11835,,http://www.skm.warszawa.pl/,false
,Wed Jun 02 09:13:54 +0000 2021,,https://twitter.com/perkusjaRogera/status/1400017823628292097/photo/1,,1,1400017823628292097,,,,pl,,false,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KURWA CZEMU WARSZAWA

Nie mogę pojechać do Warszawy... https://t.co/hNEGE2cuCR",https://twitter.com/perkusjaRogera/status/1400017823628292097,Sat Dec 08 10:59:11 +0000 2018,1071358524234579968,false,#ATEEZ #QUEEN #5SOS #PALAYEROYALE MADARA I TOBIRAMA GAARA + @finyenn @martelele_ @gaz_bio  @Megumibemine @CalumJestCool @levithighs @jura_jska LOVE ZONE♡,97427,2109,2349,45,SAW 5SOS SHE/HER,•Juu PRZENOSZĘ SIE,perkusjaRogera,73057,,https://www.wattpad.com/story/320477768?utm_source=android&utm_medium=link&utm_content=story_info&wp,false
,Wed Jun 02 08:56:45 +0000 2021,,,,2,1400013504959107075,TomekSzejok,1399999767107751939,2715147398,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@TomekSzejok Zarąbiste, mężczyzno cielesny! Tak trzymać! Ja preparuję właśnie śledzie w śmietanie coby jutro godnie świętować. Warszawa pozdrawia Wisłę.",https://twitter.com/IvonaCzerwinska/status/1400013504959107075,Thu May 10 18:30:33 +0000 2018,994645885903691777,false,"Madryt, Mokotów i Hala Legia na wieki. Poza tym Jack Daniel’s, gluten i białe żagle. Chamska hołota od pokoleń.",14378,574,684,1,"Warszawa, Polska",vinoblanco,IvonaCzerwinska,11378,,,false
,Wed Jun 02 09:18:05 +0000 2021,Warszawa,,,0,1400018872753868800,,,,pl,,,,9,1399995998743810051,pisorgpl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister @MZ_GOV_PL @a_niedzielski w #Warszawa: Sytuacja epidemiczna ustabilizowała się. Odnotowujemy dalsze spadki dziennej liczby zakażeń i zajętości łóżek, mimo rosnącej mobilności Polaków, dlatego przechodzimy do dalszego luzowania obostrzeń.",https://twitter.com/AC_Sobol/status/1400018872753868800,Sun May 23 15:41:34 +0000 2010,147238009,false,Sekretarz Generalny PiS,111531,12408,1431,96,Polska,Krzysztof Sobolewski 🇵🇱100PL🇵🇱,AC_Sobol,107266,,http://krzysztof-sobolewski.pl/,true
,Wed Jun 02 09:13:59 +0000 2021,,https://twitter.com/xFish_/status/1400017842083348480/photo/1,,0,1400017842083348480,xFish_,1400014328254939140,3944861301,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@knaveryact @warszawa Jeżeli to takie proste masz 4 zdjęcia.
Które osoby mają pierwszeństwo a które nie? https://t.co/Cwms6Pwb3h",https://twitter.com/xFish_/status/1400017842083348480,Tue Oct 13 08:39:28 +0000 2015,3944861301,false,🇵🇱Lubię politykę/ Kibicuję prawej stronie Agnostyk/Kibic WZL 🇨🇮/🇬🇧UK was my home for 10yrs & will always be in my ♥/Identify as '10'/Pronouns:Master/Hot🤪,23398,437,222,6,Poland,𝑻𝑶𝑴 💎 ⚽⚒️🇨🇮,xFish_,29139,,,false
,Wed Jun 02 08:56:48 +0000 2021,,,,0,1400013519060361221,,,,pl,,,,3,1399987908510105609,SKM_Warszawa,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ℹ️ Podczas czerwcowego długiego weekendu nastąpią zmiany w kursowaniu niektórych linii Warszawskiego Transportu Publicznego, w tym również pociągów #SKM.

Szczegóły: https://t.co/aIVSOlVWAa https://t.co/pSR3jRCAFn",https://twitter.com/warszawa/status/1400013519060361221,Wed Oct 06 14:07:01 +0000 2010,199290168,false,Oficjalny profil miasta stołecznego Warszawy | The official account of the Capital City of Warsaw,15094,314255,201,276,"Warszawa, Polska",Warszawa,warszawa,41849,,https://www.um.warszawa.pl,false
,Wed Jun 02 09:11:20 +0000 2021,,https://twitter.com/koolphone/status/1400017176539680777/photo/1,,0,1400017176539680777,trzaskowski_,1400005093156691970,370112160,pl,"Warsaw, Poland",false,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@trzaskowski_ @warszawa @SKM_Warszawa @WTP_Warszawa Ok 🇪🇨 barwy już są, a gdzie czerń, przecież ambasador Miś 🇩🇪 będzie urażony? https://t.co/8D5WKlRgMv",https://twitter.com/koolphone/status/1400017176539680777,Wed May 09 14:21:13 +0000 2012,575474865,false,#PrawyPoznań,285726,2692,4998,6,"Warsaw, Poland",CoolPhone ن☧🇵🇱💯🇦🇲 ⚜ #BabiesLivesMatter,koolphone,175948,,https://caritas.pl/ukraina/,false
,Wed Jun 02 08:55:46 +0000 2021,,,,0,1400013256614350850,KrystianDziedz8,1400009775920947201,900620213250641900,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@KrystianDziedz8 @trzaskowski_ @SKM_Warszawa @warszawa @WTP_Warszawa I niech chuj cię boli.,https://twitter.com/Kapibar08324892/status/1400013256614350850,Sat Oct 03 17:09:55 +0000 2020,1312439674565210113,false,"R1200RT,LFC.🔦⚽🚚🌈",516,20,99,2,🇪🇺,Krzysztof Grzeszczak,Kapibar08324892,5886,,,false
,Wed Jun 02 09:18:50 +0000 2021,,,https://warszawa.tvp.pl/54137841/poluzowano-kolejne-obostrzenia-wiecej-osob-na-weselach-wracaja-sale-zabaw-dzieci,1,1400019062680342530,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Luzowanie obostrzeń nie pogorszyło sytuacji epidemicznej, rząd idzie więc dalej. Od najbliższej niedzieli czeka nas kilka ważnych zmian ✅
https://t.co/rugvTVcW8R",https://twitter.com/TVP3Warszawa/status/1400019062680342530,Thu Jul 14 13:24:48 +0000 2016,753581007354331137,false,"@TVP3Warszawa to największa regionalna stacja telewizyjna w Polsce, jesteśmy dla Was i blisko Was; wydarzenia, kultura, sport, rozrywka",2756,2703,400,27,"Warsaw, Poland",TVP3 Warszawa,TVP3Warszawa,13759,,https://warszawa.tvp.pl,false
,Wed Jun 02 08:57:51 +0000 2021,,,,0,1400013782290665472,,,,pl,,,,7,1399988033362051073,WitoldUrbanowic,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Nowe Impulsy @NewagSa dla @SKM_Warszawa nabierają kształt i barw :) Pasażerów zaczną wozić latem przyszłego roku. Więcej: https://t.co/XiXtG06w7x https://t.co/bsQP4kx604,https://twitter.com/Lemieszko/status/1400013782290665472,Tue Sep 10 11:19:31 +0000 2013,1851198926,false,"Dziennikarz @RynekLotniczy, ZDG TOR. Miłośnik Dreamlinerów i czterosilnikowych A340-600, A380 plus b747-8I. ""Podróże małe i duże"" najchętniej w góry i koleją.",13725,135,1248,2,,Rafał Dybiński,Lemieszko,4516,,,false
,Wed Jun 02 09:08:04 +0000 2021,,https://twitter.com/OnetWiadomosci/status/1400016353164099590/photo/1,http://dlvr.it/S0vSLH,6,1400016353164099590,,,,pl,,false,,6,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Policja udostępnia zdjęcie mężczyzny, który mógł okraść 92-letniego powstańca https://t.co/kJeHOEweNt https://t.co/j86tTTCvCT",https://twitter.com/OnetWiadomosci/status/1400016353164099590,Wed May 16 12:31:18 +0000 2012,581793998,false,Onet Wiadomości to najpopularniejszy polski multimedialny serwis informacyjny.,3429,247520,812,551,Polska,Onet Wiadomości,OnetWiadomosci,224054,,http://wiadomosci.onet.pl,false
,Wed Jun 02 09:25:03 +0000 2021,,,,0,1400020627004723202,Acromax1,1400012652051566592,1330117247831060500,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@michal_guz @BettyElaWhite A co do naszych przepisów i oznaczeń.
Jadę kilka lat temu - trasa S7 Gdansk-Warszawa - odcinek czteropasmowy - znak ograniczenie predkości do 40 km/h Roboty drogowe - zwalniam, jadę kilka km, zadnych robót, drugi znak - to samo, było ich ok 10. Żadnych robót. Przyznaje się - po",https://twitter.com/Acromax1/status/1400020627004723202,Sat Nov 21 11:54:10 +0000 2020,1330117247831060483,true,"O polityce szczerze, bez znieczulenia.  Przeciwnik agresji. 
Dyskusja jest lepsza od kłótni i wyzwisk !!!",4302,193,212,11,,Marek Acromax,Acromax1,14316,,,false
,Wed Jun 02 08:53:01 +0000 2021,,,,0,1400012565036646403,,,,pl,,,,54,1400005093156691970,trzaskowski_,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pierwszy z 21 nowych pociągów @SKM_Warszawa już w docelowych barwach!🙂 Kolejny etap to montaż wyposażenia oraz dodatkowych elementów, jak Wi-Fi, ładowarki USB, automaty biletowe czy ratujące życie defibrylatory AED. Pierwsze nowe pociągi trafią do @warszawa już wiosną 2022 r. https://t.co/7NYFzsXjGh",https://twitter.com/stanislawalwo/status/1400012565036646403,Wed Jan 04 19:27:37 +0000 2017,816727802766565376,false,,273067,1667,721,6,"Legionowo, Polska",Stanislawa,stanislawalwo,117289,,,false
,Wed Jun 02 09:12:22 +0000 2021,SKM,,,0,1400017435735072775,,,,pl,,,,6,1399973865074442242,SKM_Warszawa,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",📌Eksperci z #SKM weryfikowali prace na każdym etapie powstawania malatury – od przygotowania powierzchni przed malowaniem po nałożenie warstwy finalnej i powłoki anty-graffiti. Pierwsze nowe pojazdy wejdą do rozkładu jazdy Szybkiej Kolei Miejskiej latem 2022 roku. #FunduszeUE https://t.co/FsAedeAB96,https://twitter.com/warszawa/status/1400017435735072775,Wed Oct 06 14:07:01 +0000 2010,199290168,false,Oficjalny profil miasta stołecznego Warszawy | The official account of the Capital City of Warsaw,15094,314255,201,276,"Warszawa, Polska",Warszawa,warszawa,41849,,https://www.um.warszawa.pl,false
,Wed Jun 02 09:21:40 +0000 2021,,,http://dlvr.it/S0vSLH,0,1400019776626434051,,,,pl,,false,,6,1400016353164099590,OnetWiadomosci,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Policja udostępnia zdjęcie mężczyzny, który mógł okraść 92-letniego powstańca https://t.co/kJeHOEweNt https://t.co/j86tTTCvCT",https://twitter.com/zosienka_zoska/status/1400019776626434051,Thu Jul 27 09:38:11 +0000 2017,890506591673470976,true,Jestem i będę 🇵🇱#ZostajewUE🇪🇺,84511,231,608,0,U siebie,Zośka🇵🇱🇺🇦,zosienka_zoska,37877,,,false
,Wed Jun 02 08:56:11 +0000 2021,,,,0,1400013362432512000,,,,pl,,,,53,1400013257566470144,RKaznowska,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Kochani, kontynuujemy akcję „wpadnij na szczepienie”. W weekend zaszczepiliśmy łącznie 12 tys. W pon. i  wt. 10 405 osób. Łącznie w 4 dni ponad 22 tys osób‼️ Ale UWAGA: dojechała kolejna dostawa J&amp;J - 21 tys dawek💉. Kontynuujemy💪. Szczegóły akcji: https://t.co/pGsaBzCzyb",https://twitter.com/warszawa/status/1400013362432512000,Wed Oct 06 14:07:01 +0000 2010,199290168,false,Oficjalny profil miasta stołecznego Warszawy | The official account of the Capital City of Warsaw,15094,314255,201,276,"Warszawa, Polska",Warszawa,warszawa,41849,,https://www.um.warszawa.pl,false
,Wed Jun 02 09:26:47 +0000 2021,,,,0,1400021062318964736,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@KsawierSkorpion @trzaskowski_ @SKM_Warszawa @warszawa @WTP_Warszawa Rok będą montować całe wnętrze nie tylko WIFI oraz będą próby torowe*,https://twitter.com/C3NTRUM/status/1400021062318964736,Fri Dec 07 22:38:08 +0000 2018,1071172030547066881,false,,6975,168,409,3,Warszawa,Center,C3NTRUM,19806,,,false
,Wed Jun 02 08:47:46 +0000 2021,Wypadek S8 Warszawa utrudnienia mazowieckie,,,0,1400011243369517061,,,,pl,,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",#Wypadek na #S8 w #Warszawa w Al. Armii Krajowej przed węzłem Marymoncka. Występują duże #utrudnienia w ruchu w kierunku Marek. #mazowieckie,https://twitter.com/NaviExpert/status/1400011243369517061,Thu Feb 25 08:13:28 +0000 2010,117343071,false,"Najświeższe informacje z polskich dróg od NaviExpert, producenta nawigacji online na smartfony i tablety.",1184,4896,5,57,Poznań,NaviExpert,NaviExpert,85826,,http://www.naviexpert.pl,false
,Wed Jun 02 09:25:47 +0000 2021,Warszawa podkast,https://twitter.com/radiokampus/status/1400020814498615296/photo/1,https://stacja-warszawa.pinecast.co/episode/d3606326/zwierz-ta-mieszka-cy-warszawy,1,1400020814498615296,,,,pl,,false,,0,,,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Nowy odcinek podkastu ""Stacja #Warszawa""! Zwierzęta - mieszkańcy Warszawy https://t.co/ArF2Ibmzpz #podkast warszawa https://t.co/LiB5egQocY",https://twitter.com/radiokampus/status/1400020814498615296,Wed Jun 17 12:10:57 +0000 2009,47939704,false,"Same sztosy! 📻 #Warszawa i okolice - 97,1 FM i https://t.co/V3IDUakInJ #hiphop #alternative #rock #dnb #funk #house #muzyka",1478,4783,2248,117,"Warsaw, Poland","Radio Kampus 97,1 FM",radiokampus,31277,,http://www.radiokampus.fm,false
,Wed Jun 02 09:08:59 +0000 2021,,,http://dlvr.it/S0vSLH,0,1400016585184755713,,,,pl,,false,,6,1400016353164099590,OnetWiadomosci,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Policja udostępnia zdjęcie mężczyzny, który mógł okraść 92-letniego powstańca https://t.co/kJeHOEweNt https://t.co/j86tTTCvCT",https://twitter.com/darmatel1/status/1400016585184755713,Tue Dec 29 07:38:37 +0000 2015,4640757567,false,Państwowiec. Wróg partyjniactwa. Inżynier. Ban za chamstwo,46774,616,540,13,"Kraków, Polska",Dariusz Matelowski,darmatel1,74652,,,false
,Wed Jun 02 09:25:00 +0000 2021,,,,0,1400020613482303490,trzaskowski_,1400005093156691970,370112160,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@trzaskowski_ @SKM_Warszawa @warszawa @WTP_Warszawa Składy z Niemiec?,https://twitter.com/Leszek55321865/status/1400020613482303490,Thu Nov 28 13:27:58 +0000 2019,1200043614195326976,false,"Tradycyjny Janusz z północnego Mazowsza! Polak i patriota, spadkobierca mazowieckiej gołoty szlacheckiej. Idiotów powtarzających kłamstwa banuję bez ostrzeżenia",162650,4358,3485,30,Ciechanów,ZNUżony 🇵🇱 #KotwicaHistorii,Leszek55321865,90495,,,false
,Wed Jun 02 08:50:46 +0000 2021,,,https://www.nakolei.pl/pociagiem-do-zakopanego-od-26-czerwca-10-nowych-przystankow-na-mapie/,1,1400011999828922376,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Od 26 czerwca wracają pociągi do Zakopanego. Od 28 czerwca zaplanowano bezpośrednie połączenia miedzy Radomiem a Warszawą. 10 nowych przystanków zwiększy dostęp do kolei.

https://t.co/Y9PVXI9YHa",https://twitter.com/naKolei/status/1400011999828922376,Wed Mar 28 13:31:58 +0000 2012,539045512,false,https://t.co/dVoOaj6gHJ - Kolejowy portal dla profesjonalistów. Piszemy dla Was od 2011 r.,571,3450,544,35,,NaKolei.pl,naKolei,8402,,http://nakolei.pl,false
,Wed Jun 02 09:17:24 +0000 2021,,,https://warszawa.tvp.pl/54135352/wojewodzki-konserwator-zabytkow-przeprowadza-kontrole-na-moscie-poniatowskiego,1,1400018701370417153,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wojewódzki konserwator zabytków prowadzi kontrolę na moście Poniatowskiego. Chodzi nie tylko o fotoradary 👉
https://t.co/iCQCLPQ03B",https://twitter.com/TVP3Warszawa/status/1400018701370417153,Thu Jul 14 13:24:48 +0000 2016,753581007354331137,false,"@TVP3Warszawa to największa regionalna stacja telewizyjna w Polsce, jesteśmy dla Was i blisko Was; wydarzenia, kultura, sport, rozrywka",2756,2703,400,27,"Warsaw, Poland",TVP3 Warszawa,TVP3Warszawa,13759,,https://warszawa.tvp.pl,false
,Wed Jun 02 09:44:00 +0000 2021,,,,1,1400025397941710849,stiilesiara,1400025259982704643,1380821008471494700,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@stiilesiara WARSZAWA PROGRESJA
20 MARCA 2022",https://twitter.com/nightwraithh/status/1400025397941710849,Tue Jan 28 17:23:07 +0000 2020,1222208362168885251,false,"gram w gry, ogldam anime i lubie kpop, rock/metal || SAW ARCTIC MONKEYS, PALAYE ROYALE (4x) BMTH AND MCR || will see bad omens, arctic monkeys",196869,1211,537,67,sheffield she/her,ghost cookie 🦇 /skins spoilers,nightwraithh,76886,,,false
,Wed Jun 02 09:36:18 +0000 2021,,,,2,1400023457916768261,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",kurwa palaye royale i badflower razem koncert Warszawa kurwa ja chce,https://twitter.com/__beebo__/status/1400023457916768261,Tue Jul 21 17:05:25 +0000 2015,3386038791,false,"no women's liberation without socialist revolution

• she/her • 19 • ⚢ •",34465,680,582,6,,starbelly 🚩,__beebo__,17001,,,false
,Wed Jun 02 09:37:58 +0000 2021,KPRM Warszawa,,,0,1400023877141647361,,,,pl,,,,11,1400004105293250561,pisorgpl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minister w #KPRM @michaldworczyk w #Warszawa: Rząd Premiera @MorawieckiM będzie kontynuował swoje działania na rzecz wspierania przemian demokratycznych na Białorusi. Z inicjatywy Premiera Mateusza Morawieckiego szereg działań w tej zostało już podjętych na forum #UE i #ONZ.,https://twitter.com/Okamg_nie_nie/status/1400023877141647361,Sun Mar 20 22:33:16 +0000 2016,711682045718749188,false,"Pray for the Pope Benedict XVI
#StopIdeologiiLGBT",182044,596,926,0,,OkaMgnienie✝️🇵🇱 #MuremZaPolskimMundurem,Okamg_nie_nie,149368,,,false
,Wed Jun 02 10:20:05 +0000 2021,Zaborów Warszawa,,,0,1400034477494177794,,,,pl,,,,2,1400034189043437574,PolicjaMazowsze,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#Zaborów (pow. grójecki) - DK7 (424 km) - kolizja na pasie w kierunku #Warszawa. Sam. ciężarowy zaczepił stojące na pasie awaryjnym 2 busy. Bez rannych. Droga w kierunku Warszawy zablokowana. Objazdy drogami lokalnymi przez #Falęcice. Utrudnienia potrwają ok. 3 godz. https://t.co/2Gux2mG92O,https://twitter.com/namazowszu/status/1400034477494177794,Tue Jul 16 11:55:15 +0000 2019,1151097963453788160,false,"Portal informacyjny z terenu Mazowsza. 
Mazowsze, Warszawa - Wydarzenia, Kultura, Sport, Rozrywka",264,171,78,3,"Mazowieckie, Polska",namazowszu.pl,namazowszu,2266,,http://www.namazowszu.pl,false
,Wed Jun 02 09:56:17 +0000 2021,,,,0,1400028489596686336,,,,pl,,,1399786626612609030,175,1399839600168902657,PatrykJaki,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Czyli prezydenci opozycji: 
👉Poznań -cieszy się z okresu okupacji Polski  
👉Warszawa -wprost finansowany z niemieckich fundacji, po co lotnisko w Polsce jak jest w Berlinie 
👉Gdańsk -II wojna zaczęła się od „złego słowa Polaków” 
Analfabeci historyczni i lojalność zewnętrzna https://t.co/pJor6dt2Tn",https://twitter.com/PISRightSide/status/1400028489596686336,Sat Feb 20 13:49:43 +0000 2016,701041041642823684,false,,25770,514,961,1,,Anna,PISRightSide,10687,,,false
,Wed Jun 02 10:13:20 +0000 2021,,,,0,1400032777312129024,,,,pl,,,,13,1400031438469222403,nowePSL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","💬 Dzisiejsza konferencja, w której uczestniczą przedstawiciele branży targowej to ich krzyk rozpaczy. Stoimy tu wspólnie, by upomnieć się o poszkodowanych przez pandemię, o których zapomniał rząd.

🍀@PZgorzelskiP
📍Warszawa https://t.co/LDUzfUTRRn",https://twitter.com/AnetaPatrycja/status/1400032777312129024,Wed Dec 30 07:49:35 +0000 2015,4651601955,false,,83488,3279,4972,1,"Warszawa, Polska",Aneta Patrycja Hammami (Adamowicz),AnetaPatrycja,88401,,,false
,Wed Jun 02 09:38:01 +0000 2021,IIRP,https://twitter.com/SJABT34/status/1399952908221886466/photo/1,,0,1400023889099603968,,,,pl,,false,,25,1399952908221886466,SJABT34,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1934. Warszawa. 
Salon Polskiego Fiata.
📷 Czesław Olszewski. #IIRP https://t.co/uCwXMizn9s",https://twitter.com/koolphone/status/1400023889099603968,Wed May 09 14:21:13 +0000 2012,575474865,false,#PrawyPoznań,285726,2692,4998,6,"Warsaw, Poland",CoolPhone ن☧🇵🇱💯🇦🇲 ⚜ #BabiesLivesMatter,koolphone,175948,,https://caritas.pl/ukraina/,false
,Wed Jun 02 10:12:01 +0000 2021,,https://twitter.com/PolskaSiatkowka/status/1400032447757180934/photo/1,,13,1400032447757180934,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rozpoczęły się MP Juniorek Młodszych-Olecko 2021, których partnerem jest @PKN_ORLEN 
Enea Energetyk Poznań – KS Metro Warszawa 3:2 (25:19, 21:25, 24:26, 25:21, 15:11) https://t.co/Rx236yR7yZ",https://twitter.com/PolskaSiatkowka/status/1400032447757180934,Thu May 16 08:21:26 +0000 2013,1432483742,false,"Witamy na profilu Polskiego Związku Piłki Siatkowej!
Mistrzowie Świata 2018 | 2014 | 1974

Partnerem Mediów Społeczościowych PZPS jest PKN ORLEN.",816,49412,369,160,,POLSKA SIATKÓWKA,PolskaSiatkowka,14584,,http://www.pzps.pl,false
,Wed Jun 02 10:08:34 +0000 2021,,,,1,1400031579339214850,Marcin_Dominiak,1400026540784693248,2505078607,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Marcin_Dominiak @Furiat_art @AndrzejChy nie będę skromny, ale posiadam koszulkę „Warszawa” #1 a Andrzej #2 😉",https://twitter.com/sowa_7/status/1400031579339214850,Mon Nov 23 18:37:29 +0000 2020,1330943516667768836,false,"jedyne co mam jest w moim sercu : Ⓛegia, miłość, nienawiść, duma i szyderstwo. ogniu, krocz za mną.",35857,950,1155,3,"Warszawa, Polska",sowa,sowa_7,12986,,http://www.legia.com,false
,Wed Jun 02 09:59:00 +0000 2021,,https://twitter.com/warszawa/status/1400029170621730820/photo/1,http://m.st,9,1400029170621730820,,,,pl,,false,,3,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Warszawiacy❗ W piątek Urząd https://t.co/CmvGsMq7Mj. Warszawy oraz urzędy dzielnic będą nieczynne, w zamian za święto przypadające 1⃣ maja. W nagłych sprawach możecie przez całą dobę korzystać z Miejskiego Centrum Kontaktu Warszawa 19115. 📲 https://t.co/8txs9W4kkr",https://twitter.com/warszawa/status/1400029170621730820,Wed Oct 06 14:07:01 +0000 2010,199290168,false,Oficjalny profil miasta stołecznego Warszawy | The official account of the Capital City of Warsaw,15094,314255,201,276,"Warszawa, Polska",Warszawa,warszawa,41849,,https://www.um.warszawa.pl,false
,Wed Jun 02 09:40:10 +0000 2021,,,,0,1400024433469886473,,,,pl,,,,17,1400022714958614530,NewsPlatforma,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","🎥 o godz. 12:30 przed Ministerstwem Zdrowia (ul. Miodowa 15, Warszawa) odbędzie się konferencja prasowa posłów @MichalSzczerba i @Dariusz_Jonski po kontroli poselskiej. Zapraszamy!",https://twitter.com/PO_Lubelskie/status/1400024433469886473,Fri Feb 01 10:23:06 +0000 2013,1139273478,false,Nieoficjalny profil sympatyków Platformy Obywatelskiej,63420,1111,593,12,"Polska, Lublin",Platforma Obywatelska Lubelskie,PO_Lubelskie,71822,,,false
,Wed Jun 02 10:10:53 +0000 2021,,,,0,1400032161714028544,,,,pl,,,1399786626612609030,175,1399839600168902657,PatrykJaki,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Czyli prezydenci opozycji: 
👉Poznań -cieszy się z okresu okupacji Polski  
👉Warszawa -wprost finansowany z niemieckich fundacji, po co lotnisko w Polsce jak jest w Berlinie 
👉Gdańsk -II wojna zaczęła się od „złego słowa Polaków” 
Analfabeci historyczni i lojalność zewnętrzna https://t.co/pJor6dt2Tn",https://twitter.com/Kadel114/status/1400032161714028544,Sun May 19 12:33:09 +0000 2019,1130089004735651840,false,,78414,1710,3389,7,,Kadel1🇵🇱,Kadel114,32396,,,false
,Wed Jun 02 09:32:09 +0000 2021,,,,0,1400022416789757952,wPolityce_pl,1399841862698033154,153802461,pl,,,,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@wPolityce_pl Goguś na naćpany jak zwykle....,mają niezły haj w UM Warszawa....",https://twitter.com/januszk2309/status/1400022416789757952,Fri Dec 04 17:04:25 +0000 2015,4374196282,false,Polityka Newsy Podróże Muzyka,9150,102,328,10,"Gdynia, Polska",JK,januszk2309,20816,,,false
